Category,ID,Name,Tier,Type,CurrentIcon
"SPECIAL > CREST > 8","T8_CREST","Boss Crest","8","CRAFTING_MATERIAL","NONE"
"SPECIAL > CREST > 9","T9_CREST","Boss Crest","9","CRAFTING_MATERIAL","NONE"
"SPECIAL > CREST > 10","T10_CREST","Boss Crest","10","CRAFTING_MATERIAL","NONE"
"SPECIAL > RUNE_SHARD > 1","T1_RUNE_SHARD","Rune Shard","1","CRAFTING_MATERIAL","NONE"
"SPECIAL > RUNE_SHARD > T1_SHARD","T1_SHARD","T1 Runic Shard","1","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T1_RUNE_SHARD","T1_RUNE_SHARD","Rune Shard","1","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T2_SHARD","T2_SHARD","T2 Runic Shard","2","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T3_SHARD","T3_SHARD","T3 Runic Shard","3","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T4_SHARD","T4_SHARD","T4 Runic Shard","4","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T5_SHARD","T5_SHARD","T5 Runic Shard","5","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T6_SHARD","T6_SHARD","T6 Runic Shard","6","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T7_SHARD","T7_SHARD","T7 Runic Shard","7","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T8_SHARD","T8_SHARD","T8 Runic Shard","8","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T9_SHARD","T9_SHARD","T9 Runic Shard","9","RESOURCE","NONE"
"SPECIAL > RUNE_SHARD > T10_SHARD","T10_SHARD","T10 Runic Shard","10","RESOURCE","NONE"
"SPECIAL > RUNE > T1_RUNE_WOOD_XP_1STAR","T1_RUNE_WOOD_XP_1STAR","T1 Woodcutting Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WOOD_XP_2STAR","T1_RUNE_WOOD_XP_2STAR","T1 Woodcutting Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WOOD_XP_3STAR","T1_RUNE_WOOD_XP_3STAR","T1 Woodcutting Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WOOD_COPY_1STAR","T1_RUNE_WOOD_COPY_1STAR","T1 Woodcutting Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WOOD_COPY_2STAR","T1_RUNE_WOOD_COPY_2STAR","T1 Woodcutting Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WOOD_COPY_3STAR","T1_RUNE_WOOD_COPY_3STAR","T1 Woodcutting Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WOOD_SPEED_1STAR","T1_RUNE_WOOD_SPEED_1STAR","T1 Woodcutting Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WOOD_SPEED_2STAR","T1_RUNE_WOOD_SPEED_2STAR","T1 Woodcutting Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WOOD_SPEED_3STAR","T1_RUNE_WOOD_SPEED_3STAR","T1 Woodcutting Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ORE_XP_1STAR","T1_RUNE_ORE_XP_1STAR","T1 Mining Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ORE_XP_2STAR","T1_RUNE_ORE_XP_2STAR","T1 Mining Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ORE_XP_3STAR","T1_RUNE_ORE_XP_3STAR","T1 Mining Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ORE_COPY_1STAR","T1_RUNE_ORE_COPY_1STAR","T1 Mining Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ORE_COPY_2STAR","T1_RUNE_ORE_COPY_2STAR","T1 Mining Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ORE_COPY_3STAR","T1_RUNE_ORE_COPY_3STAR","T1 Mining Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ORE_SPEED_1STAR","T1_RUNE_ORE_SPEED_1STAR","T1 Mining Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ORE_SPEED_2STAR","T1_RUNE_ORE_SPEED_2STAR","T1 Mining Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ORE_SPEED_3STAR","T1_RUNE_ORE_SPEED_3STAR","T1 Mining Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HIDE_XP_1STAR","T1_RUNE_HIDE_XP_1STAR","T1 Skinning Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HIDE_XP_2STAR","T1_RUNE_HIDE_XP_2STAR","T1 Skinning Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HIDE_XP_3STAR","T1_RUNE_HIDE_XP_3STAR","T1 Skinning Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HIDE_COPY_1STAR","T1_RUNE_HIDE_COPY_1STAR","T1 Skinning Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HIDE_COPY_2STAR","T1_RUNE_HIDE_COPY_2STAR","T1 Skinning Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HIDE_COPY_3STAR","T1_RUNE_HIDE_COPY_3STAR","T1 Skinning Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HIDE_SPEED_1STAR","T1_RUNE_HIDE_SPEED_1STAR","T1 Skinning Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HIDE_SPEED_2STAR","T1_RUNE_HIDE_SPEED_2STAR","T1 Skinning Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HIDE_SPEED_3STAR","T1_RUNE_HIDE_SPEED_3STAR","T1 Skinning Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FIBER_XP_1STAR","T1_RUNE_FIBER_XP_1STAR","T1 Fiber Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FIBER_XP_2STAR","T1_RUNE_FIBER_XP_2STAR","T1 Fiber Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FIBER_XP_3STAR","T1_RUNE_FIBER_XP_3STAR","T1 Fiber Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FIBER_COPY_1STAR","T1_RUNE_FIBER_COPY_1STAR","T1 Fiber Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FIBER_COPY_2STAR","T1_RUNE_FIBER_COPY_2STAR","T1 Fiber Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FIBER_COPY_3STAR","T1_RUNE_FIBER_COPY_3STAR","T1 Fiber Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FIBER_SPEED_1STAR","T1_RUNE_FIBER_SPEED_1STAR","T1 Fiber Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FIBER_SPEED_2STAR","T1_RUNE_FIBER_SPEED_2STAR","T1 Fiber Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FIBER_SPEED_3STAR","T1_RUNE_FIBER_SPEED_3STAR","T1 Fiber Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HERB_XP_1STAR","T1_RUNE_HERB_XP_1STAR","T1 Herbalism Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HERB_XP_2STAR","T1_RUNE_HERB_XP_2STAR","T1 Herbalism Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HERB_XP_3STAR","T1_RUNE_HERB_XP_3STAR","T1 Herbalism Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HERB_COPY_1STAR","T1_RUNE_HERB_COPY_1STAR","T1 Herbalism Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HERB_COPY_2STAR","T1_RUNE_HERB_COPY_2STAR","T1 Herbalism Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HERB_COPY_3STAR","T1_RUNE_HERB_COPY_3STAR","T1 Herbalism Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HERB_SPEED_1STAR","T1_RUNE_HERB_SPEED_1STAR","T1 Herbalism Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HERB_SPEED_2STAR","T1_RUNE_HERB_SPEED_2STAR","T1 Herbalism Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HERB_SPEED_3STAR","T1_RUNE_HERB_SPEED_3STAR","T1 Herbalism Rune of Auto-Refine","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FISH_XP_1STAR","T1_RUNE_FISH_XP_1STAR","T1 Fishing Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FISH_XP_2STAR","T1_RUNE_FISH_XP_2STAR","T1 Fishing Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FISH_XP_3STAR","T1_RUNE_FISH_XP_3STAR","T1 Fishing Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FISH_COPY_1STAR","T1_RUNE_FISH_COPY_1STAR","T1 Fishing Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FISH_COPY_2STAR","T1_RUNE_FISH_COPY_2STAR","T1 Fishing Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FISH_COPY_3STAR","T1_RUNE_FISH_COPY_3STAR","T1 Fishing Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FISH_SPEED_1STAR","T1_RUNE_FISH_SPEED_1STAR","T1 Fishing Rune of Auto-Cooking","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FISH_SPEED_2STAR","T1_RUNE_FISH_SPEED_2STAR","T1 Fishing Rune of Auto-Cooking","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_FISH_SPEED_3STAR","T1_RUNE_FISH_SPEED_3STAR","T1 Fishing Rune of Auto-Cooking","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_METAL_XP_1STAR","T1_RUNE_METAL_XP_1STAR","T1 Metal Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_METAL_XP_2STAR","T1_RUNE_METAL_XP_2STAR","T1 Metal Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_METAL_XP_3STAR","T1_RUNE_METAL_XP_3STAR","T1 Metal Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_METAL_COPY_1STAR","T1_RUNE_METAL_COPY_1STAR","T1 Metal Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_METAL_COPY_2STAR","T1_RUNE_METAL_COPY_2STAR","T1 Metal Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_METAL_COPY_3STAR","T1_RUNE_METAL_COPY_3STAR","T1 Metal Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_METAL_EFF_1STAR","T1_RUNE_METAL_EFF_1STAR","T1 Metal Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_METAL_EFF_2STAR","T1_RUNE_METAL_EFF_2STAR","T1 Metal Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_METAL_EFF_3STAR","T1_RUNE_METAL_EFF_3STAR","T1 Metal Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_PLANK_XP_1STAR","T1_RUNE_PLANK_XP_1STAR","T1 Plank Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_PLANK_XP_2STAR","T1_RUNE_PLANK_XP_2STAR","T1 Plank Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_PLANK_XP_3STAR","T1_RUNE_PLANK_XP_3STAR","T1 Plank Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_PLANK_COPY_1STAR","T1_RUNE_PLANK_COPY_1STAR","T1 Plank Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_PLANK_COPY_2STAR","T1_RUNE_PLANK_COPY_2STAR","T1 Plank Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_PLANK_COPY_3STAR","T1_RUNE_PLANK_COPY_3STAR","T1 Plank Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_PLANK_EFF_1STAR","T1_RUNE_PLANK_EFF_1STAR","T1 Plank Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_PLANK_EFF_2STAR","T1_RUNE_PLANK_EFF_2STAR","T1 Plank Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_PLANK_EFF_3STAR","T1_RUNE_PLANK_EFF_3STAR","T1 Plank Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_LEATHER_XP_1STAR","T1_RUNE_LEATHER_XP_1STAR","T1 Leather Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_LEATHER_XP_2STAR","T1_RUNE_LEATHER_XP_2STAR","T1 Leather Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_LEATHER_XP_3STAR","T1_RUNE_LEATHER_XP_3STAR","T1 Leather Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_LEATHER_COPY_1STAR","T1_RUNE_LEATHER_COPY_1STAR","T1 Leather Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_LEATHER_COPY_2STAR","T1_RUNE_LEATHER_COPY_2STAR","T1 Leather Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_LEATHER_COPY_3STAR","T1_RUNE_LEATHER_COPY_3STAR","T1 Leather Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_LEATHER_EFF_1STAR","T1_RUNE_LEATHER_EFF_1STAR","T1 Leather Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_LEATHER_EFF_2STAR","T1_RUNE_LEATHER_EFF_2STAR","T1 Leather Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_LEATHER_EFF_3STAR","T1_RUNE_LEATHER_EFF_3STAR","T1 Leather Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_CLOTH_XP_1STAR","T1_RUNE_CLOTH_XP_1STAR","T1 Cloth Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_CLOTH_XP_2STAR","T1_RUNE_CLOTH_XP_2STAR","T1 Cloth Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_CLOTH_XP_3STAR","T1_RUNE_CLOTH_XP_3STAR","T1 Cloth Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_CLOTH_COPY_1STAR","T1_RUNE_CLOTH_COPY_1STAR","T1 Cloth Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_CLOTH_COPY_2STAR","T1_RUNE_CLOTH_COPY_2STAR","T1 Cloth Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_CLOTH_COPY_3STAR","T1_RUNE_CLOTH_COPY_3STAR","T1 Cloth Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_CLOTH_EFF_1STAR","T1_RUNE_CLOTH_EFF_1STAR","T1 Cloth Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_CLOTH_EFF_2STAR","T1_RUNE_CLOTH_EFF_2STAR","T1 Cloth Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_CLOTH_EFF_3STAR","T1_RUNE_CLOTH_EFF_3STAR","T1 Cloth Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_EXTRACT_XP_1STAR","T1_RUNE_EXTRACT_XP_1STAR","T1 Extract Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_EXTRACT_XP_2STAR","T1_RUNE_EXTRACT_XP_2STAR","T1 Extract Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_EXTRACT_XP_3STAR","T1_RUNE_EXTRACT_XP_3STAR","T1 Extract Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_EXTRACT_COPY_1STAR","T1_RUNE_EXTRACT_COPY_1STAR","T1 Extract Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_EXTRACT_COPY_2STAR","T1_RUNE_EXTRACT_COPY_2STAR","T1 Extract Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_EXTRACT_COPY_3STAR","T1_RUNE_EXTRACT_COPY_3STAR","T1 Extract Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_EXTRACT_EFF_1STAR","T1_RUNE_EXTRACT_EFF_1STAR","T1 Extract Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_EXTRACT_EFF_2STAR","T1_RUNE_EXTRACT_EFF_2STAR","T1 Extract Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_EXTRACT_EFF_3STAR","T1_RUNE_EXTRACT_EFF_3STAR","T1 Extract Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WARRIOR_XP_1STAR","T1_RUNE_WARRIOR_XP_1STAR","T1 Warrior Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WARRIOR_XP_2STAR","T1_RUNE_WARRIOR_XP_2STAR","T1 Warrior Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WARRIOR_XP_3STAR","T1_RUNE_WARRIOR_XP_3STAR","T1 Warrior Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WARRIOR_COPY_1STAR","T1_RUNE_WARRIOR_COPY_1STAR","T1 Warrior Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WARRIOR_COPY_2STAR","T1_RUNE_WARRIOR_COPY_2STAR","T1 Warrior Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WARRIOR_COPY_3STAR","T1_RUNE_WARRIOR_COPY_3STAR","T1 Warrior Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WARRIOR_EFF_1STAR","T1_RUNE_WARRIOR_EFF_1STAR","T1 Warrior Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WARRIOR_EFF_2STAR","T1_RUNE_WARRIOR_EFF_2STAR","T1 Warrior Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_WARRIOR_EFF_3STAR","T1_RUNE_WARRIOR_EFF_3STAR","T1 Warrior Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HUNTER_XP_1STAR","T1_RUNE_HUNTER_XP_1STAR","T1 Hunter Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HUNTER_XP_2STAR","T1_RUNE_HUNTER_XP_2STAR","T1 Hunter Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HUNTER_XP_3STAR","T1_RUNE_HUNTER_XP_3STAR","T1 Hunter Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HUNTER_COPY_1STAR","T1_RUNE_HUNTER_COPY_1STAR","T1 Hunter Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HUNTER_COPY_2STAR","T1_RUNE_HUNTER_COPY_2STAR","T1 Hunter Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HUNTER_COPY_3STAR","T1_RUNE_HUNTER_COPY_3STAR","T1 Hunter Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HUNTER_EFF_1STAR","T1_RUNE_HUNTER_EFF_1STAR","T1 Hunter Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HUNTER_EFF_2STAR","T1_RUNE_HUNTER_EFF_2STAR","T1 Hunter Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_HUNTER_EFF_3STAR","T1_RUNE_HUNTER_EFF_3STAR","T1 Hunter Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_MAGE_XP_1STAR","T1_RUNE_MAGE_XP_1STAR","T1 Mage Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_MAGE_XP_2STAR","T1_RUNE_MAGE_XP_2STAR","T1 Mage Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_MAGE_XP_3STAR","T1_RUNE_MAGE_XP_3STAR","T1 Mage Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_MAGE_COPY_1STAR","T1_RUNE_MAGE_COPY_1STAR","T1 Mage Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_MAGE_COPY_2STAR","T1_RUNE_MAGE_COPY_2STAR","T1 Mage Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_MAGE_COPY_3STAR","T1_RUNE_MAGE_COPY_3STAR","T1 Mage Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_MAGE_EFF_1STAR","T1_RUNE_MAGE_EFF_1STAR","T1 Mage Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_MAGE_EFF_2STAR","T1_RUNE_MAGE_EFF_2STAR","T1 Mage Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_MAGE_EFF_3STAR","T1_RUNE_MAGE_EFF_3STAR","T1 Mage Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_TOOLS_XP_1STAR","T1_RUNE_TOOLS_XP_1STAR","T1 Tools Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_TOOLS_XP_2STAR","T1_RUNE_TOOLS_XP_2STAR","T1 Tools Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_TOOLS_XP_3STAR","T1_RUNE_TOOLS_XP_3STAR","T1 Tools Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_TOOLS_COPY_1STAR","T1_RUNE_TOOLS_COPY_1STAR","T1 Tools Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_TOOLS_COPY_2STAR","T1_RUNE_TOOLS_COPY_2STAR","T1 Tools Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_TOOLS_COPY_3STAR","T1_RUNE_TOOLS_COPY_3STAR","T1 Tools Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_TOOLS_EFF_1STAR","T1_RUNE_TOOLS_EFF_1STAR","T1 Tools Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_TOOLS_EFF_2STAR","T1_RUNE_TOOLS_EFF_2STAR","T1 Tools Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_TOOLS_EFF_3STAR","T1_RUNE_TOOLS_EFF_3STAR","T1 Tools Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_COOKING_XP_1STAR","T1_RUNE_COOKING_XP_1STAR","T1 Cooking Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_COOKING_XP_2STAR","T1_RUNE_COOKING_XP_2STAR","T1 Cooking Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_COOKING_XP_3STAR","T1_RUNE_COOKING_XP_3STAR","T1 Cooking Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_COOKING_COPY_1STAR","T1_RUNE_COOKING_COPY_1STAR","T1 Cooking Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_COOKING_COPY_2STAR","T1_RUNE_COOKING_COPY_2STAR","T1 Cooking Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_COOKING_COPY_3STAR","T1_RUNE_COOKING_COPY_3STAR","T1 Cooking Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_COOKING_EFF_1STAR","T1_RUNE_COOKING_EFF_1STAR","T1 Cooking Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_COOKING_EFF_2STAR","T1_RUNE_COOKING_EFF_2STAR","T1 Cooking Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_COOKING_EFF_3STAR","T1_RUNE_COOKING_EFF_3STAR","T1 Cooking Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ALCHEMY_XP_1STAR","T1_RUNE_ALCHEMY_XP_1STAR","T1 Alchemy Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ALCHEMY_XP_2STAR","T1_RUNE_ALCHEMY_XP_2STAR","T1 Alchemy Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ALCHEMY_XP_3STAR","T1_RUNE_ALCHEMY_XP_3STAR","T1 Alchemy Rune of XP","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ALCHEMY_COPY_1STAR","T1_RUNE_ALCHEMY_COPY_1STAR","T1 Alchemy Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ALCHEMY_COPY_2STAR","T1_RUNE_ALCHEMY_COPY_2STAR","T1 Alchemy Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ALCHEMY_COPY_3STAR","T1_RUNE_ALCHEMY_COPY_3STAR","T1 Alchemy Rune of Duplication","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ALCHEMY_EFF_1STAR","T1_RUNE_ALCHEMY_EFF_1STAR","T1 Alchemy Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ALCHEMY_EFF_2STAR","T1_RUNE_ALCHEMY_EFF_2STAR","T1 Alchemy Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ALCHEMY_EFF_3STAR","T1_RUNE_ALCHEMY_EFF_3STAR","T1 Alchemy Rune of Efficiency","1","RUNE","NONE"
"SPECIAL > RUNE > T1_RUNE_ATTACK_ATTACK_1STAR","T1_RUNE_ATTACK_ATTACK_1STAR","T1 Combat Rune of Attack","1","RUNE","NONE"
